Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
family-at-last-love-inspired-numbered,Family At Last (Love Inspired (Numbered)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Carolyne Aarsen</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Steeple Hill,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,20,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0373871279.01.LZZZZZZZ.jpg?v=1699762415,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
prime-time-prime-time,PRIME TIME : PRIME TIME,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Judy Collins</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Pocket,,True Crime,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0671679627.01.LZZZZZZZ.gif?v=1699762413,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
confessions-of-a-shopaholic-summer-display-opportunity,Confessions of a Shopaholic (Summer Display Opportunity),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: SOPHIE KINSELLA</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Delta,,Comic Book or Graphic Novel,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0385335482.01.LZZZZZZZ.jpg?v=1699762411,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
shopaholic-takes-manhattan-summer-display-opportunity,Shopaholic Takes Manhattan (Summer Display Opportunity),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Sophie Kinsella</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Delta,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,1,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0385335881.01.LZZZZZZZ.jpg?v=1699762409,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-stand-complete-and-uncut,The Stand: Complete and Uncut,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stephen King</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Signet Book,,Memoir,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0451169530.01.LZZZZZZZ.jpg?v=1699762407,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ogre-ogre,Ogre; Ogre,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Piers Anthony</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey Books,,Essays,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345301870.01.LZZZZZZZ.gif?v=1699762405,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
elfstones-of-shannara,Elfstones of Shannara,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Terry Brooks</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey Books,,Horror,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345285549.01.LZZZZZZZ.jpg?v=1699762404,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
history-of-the-southern-confederacy,HISTORY OF THE SOUTHERN CONFEDERACY,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Clement Eaton</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Free Press,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0029087104.01.LZZZZZZZ.jpg?v=1699762402,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
this-hallowed-grnd,THIS HALLOWED GRND,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Bruce Catton</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Pocket,,Horror,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/067163884X.01.LZZZZZZZ.gif?v=1699762400,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-family-orchard,The Family Orchard,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Nomi Eve</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Vintage Books USA,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0375724575.01.LZZZZZZZ.jpg?v=1699762398,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
kriya-yoga-sutras-of-patanjali-and-the-siddhas,Kriya Yoga Sutras of Patanjali and the Siddhas,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Georg Feverstein</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Kriya Yoga Publications,,True Crime,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/1895383129.01.LZZZZZZZ.jpg?v=1699762396,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
myth-ion-improbable-myth-books,Myth-Ion Improbable (Myth Books),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Robert Asprin</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Ace Books,,Literary Fiction,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/044100962X.01.LZZZZZZZ.jpg?v=1699762394,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-dolphins-of-pern,The Dolphins of Pern,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Anne McCaffrey</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Ballantine Books,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345368940.01.LZZZZZZZ.gif?v=1699762392,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
little-women-treasury-of-illustrated-classics,Little Women (Treasury of Illustrated Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Louisa May Alcott</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Modern Publishing,,Essays,"",true,Title,Default Title,,,,,,0.0,,3,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0766607119.01.LZZZZZZZ.jpg?v=1699762391,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
return-of-the-jedi-star-wars,Return of the Jedi (Star Wars),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: James Kahn</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Del Rey Books,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0345307674.01.LZZZZZZZ.jpg?v=1699762389,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sex-art-and-american-culture-essays,Sex; Art; and American Culture: Essays,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Camille Paglia</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Vintage Books USA,,Poetry,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0679741011.01.LZZZZZZZ.jpg?v=1699762387,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
fantastic-four-illustrated-books,Fantastic Four Illustrated Books,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stan Lee</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Marvel Books,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0939766027.01.LZZZZZZZ.gif?v=1699762385,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
little-women-penguin-classics,Little Women (Penguin Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Louisa May Alcott</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Penguin Books,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0140390693.01.LZZZZZZZ.jpg?v=1699762384,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
dealing-with-dragons-enchanted-forest-chronicles-paperback,Dealing With Dragons (Enchanted Forest Chronicles (Paperback)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Patricia C. Wrede</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Scholastic,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,16,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0590457225.01.LZZZZZZZ.jpg?v=1699762381,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-new-rabbi-a-congregation-searches-for-its-leader,The New Rabbi : A Congregation Searches for Its Leader,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: STEPHEN FRIED</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Bantam,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,15,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0553801031.01.LZZZZZZZ.jpg?v=1699762379,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
14-000-things-to-be-happy-about,14;000 Things to Be Happy About,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Barbara Ann Kipfer</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Workman Publishing,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0894803700.01.LZZZZZZZ.jpg?v=1699762377,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-curse-of-madame-c-a-far-side-collection,The Curse of Madame C : A Far Side Collection,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Gary Larson</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Andrews McMeel Publishing,,Romance,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0836217632.01.LZZZZZZZ.jpg?v=1699762375,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
ask-for-may-settle-for-june-a-doonesbury-book,Ask for May; Settle for June (A Doonesbury book),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: G. B. Trudeau</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Henry Holt &amp; Co,,Historical Fiction,"",true,Title,Default Title,,,,,,0.0,,18,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0030615321.01.LZZZZZZZ.gif?v=1699762373,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
retour-a-a-a-a-a-a-brooklyn,Retour ÃÂÃÂ?ÃÂÃÂÃÂÃÂ  Brooklyn,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Hubert Selby</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Editions 10/18,,Memoir,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2264030542.01.LZZZZZZZ.jpg?v=1699762371,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
le-coq-de-bruygre-folio-ser-no-1229,Le Coq De Bruygre (Folio Ser; No. 1229)),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Tournier</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Distribooks Inc,,History,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/2070372294.01.LZZZZZZZ.jpg?v=1699762369,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
das-leben-der-thiere,Das Leben der Thiere,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Janosch</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Beltz,,True Crime,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3407805853.01.LZZZZZZZ.jpg?v=1699762367,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
was-ist-das,Was ist das?,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Virginia Allen Jensen</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",SauerlÃÂÃÂ?ÃÂÃÂÃÂÃÂ¤nder,,Biographies and Autobiographies,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/379411664X.01.LZZZZZZZ.jpg?v=1699762365,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
die-wolfsfrau-die-kraft-der-weiblichen-urinstinkte,Die Wolfsfrau. Die Kraft der weiblichen Urinstinkte.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Clarissa Pinkola Estes</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Heyne,,Essays,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3453132262.01.LZZZZZZZ.jpg?v=1699762363,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
der-kleine-taschentherapeut-in-60-sekunden-wieder-o-k,Der kleine Taschentherapeut. In 60 Sekunden wieder o.k.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Arnold A. Lazarus</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Klett-Cotta,,True Crime,"",true,Title,Default Title,,,,,,0.0,,14,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3608919724.01.LZZZZZZZ.jpg?v=1699762361,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
die-pra-a-a-a-a-a-a-a-fung,Die PrÃÂÃÂ?ÃÂÃÂÃÂÃÂ¼fung.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: F. Paul Wilson</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Goldmann,,Essays,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3442435838.01.LZZZZZZZ.jpg?v=1699762359,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
serafin-und-seine-wundermaschine,Serafin und seine Wundermaschine.,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Philippe Fix</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Diogenes,,Action and Adventure,"",true,Title,Default Title,,,,,,0.0,,10,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3257250460.01.LZZZZZZZ.jpg?v=1699762357,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
die-geschichte-von-babar,Die Geschichte Von Babar,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jean de Brunhoff</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Diogenes,,History,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3257250053.01.LZZZZZZZ.jpg?v=1699762355,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
konig-babar,Konig Babar,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Jean de Brunhoff</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Not Avail,,Horror,"",true,Title,Default Title,,,,,,0.0,,9,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3257250398.01.LZZZZZZZ.gif?v=1699762353,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
komm-wir-finden-einen-schatz,Komm; wir finden einen Schatz,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Janosch</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Beltz,,True Crime,"",true,Title,Default Title,,,,,,0.0,,2,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/3407780117.01.LZZZZZZZ.jpg?v=1699762351,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
last-dance-last-chance-ann-rule-s-crime-files,Last Dance; Last Chance (Ann Rule's Crime Files),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Ann Rule</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Pocket,,Memoir,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/067102535X.01.LZZZZZZZ.jpg?v=1699762349,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
who-were-the-pharaohs-a-history-of-their-names-with-a-list-of-cartouches,Who Were the Pharaohs?: A History of Their Names With a List of Cartouches,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Stephen Quirke</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Dover Publications,,Essays,"",true,Title,Default Title,,,,,,0.0,,5,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0486265862.01.LZZZZZZZ.gif?v=1699762347,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
memoirs-of-a-geisha-uk,Memoirs of a Geisha Uk,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Arthur Golden</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Trafalgar Square,,Essays,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0099771519.01.LZZZZZZZ.jpg?v=1699762345,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
colours-of-survival,Colours of Survival,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Adrian Plass</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Zondervan,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0551032510.01.LZZZZZZZ.jpg?v=1699762343,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
sacred-diary-of-adrian-plass-christian-speaker-aged-45-3-4,Sacred Diary of Adrian Plass; Christian Speaker Aged 45 3/4,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Adrian Plass</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Zondervan,,Fantasy,"",true,Title,Default Title,,,,,,0.0,,17,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0551030682.01.LZZZZZZZ.jpg?v=1699762341,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
why-i-follow-jesus,Why I Follow Jesus,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Adrian Plass</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Zondervan Publishing Company,,Cookbooks,"",true,Title,Default Title,,,,,,0.0,,13,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0551031123.01.LZZZZZZZ.jpg?v=1699762339,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
alien-at-st-wilfred-s,Alien at St Wilfred's,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Adrian Plass</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Zondervan,,Horror,"",true,Title,Default Title,,,,,,0.0,,11,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0006276199.01.LZZZZZZZ.jpg?v=1699762336,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
metropolis-bfi-film-classics-54,Metropolis (Bfi Film Classics; 54),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Thomas Elsaesser</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",British Film Institute,,Self-Help,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0851707777.01.LZZZZZZZ.jpg?v=1699762334,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
the-sorrows-of-young-werther-penguin-classics,The Sorrows of Young Werther (Penguin Classics),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Johann Wolfgang Von Goethe</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Penguin Books,,Detective and Mystery,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/014044503X.01.LZZZZZZZ.jpg?v=1699762332,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
rachel-s-tears-the-spiritual-journey-of-columbine-martyr-rachel-scott,Rachel's Tears: The Spiritual Journey of Columbine Martyr Rachel Scott,"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Darrell Scott</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Nelson Books,,Women's Fiction,"",true,Title,Default Title,,,,,,0.0,,4,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0785268480.01.LZZZZZZZ.jpg?v=1699762330,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
breakfast-at-tiffany-s-and-three-stories-first-vintage-international,Breakfast at Tiffany's: And Three Stories (First Vintage International),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: Truman Capote</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Vintage Books USA,,True Crime,"",true,Title,Default Title,,,,,,0.0,,12,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0679745653.01.LZZZZZZZ.jpg?v=1699762328,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
hand-of-an-angel-silhouette-desire-no-844,Hand Of An Angel (Silhouette Desire; No 844),"<p data-mce-fragment=""1"">
  <b data-mce-fragment=""1"">Author: BJ James</b>
  <br>
  <b data-mce-fragment=""1"">Hello world</b>
</p>",Silhouette,,Suspense and Thrillers,"",true,Title,Default Title,,,,,,0.0,,8,deny,manual,99.00,119.00,true,true,,https://cdn.shopify.com/s/files/1/0674/4542/4346/products/0373058446.01.LZZZZZZZ.gif?v=1699762326,1,,false,,,,,,,,,,,,,,,kg,,,true,,,true,,,active
